Timestamp,Persistence_Enhanced_LSTM
2025-11-25 00:00:00+00:00,87660.96317464113
2025-11-26 00:00:00+00:00,86711.5289079547
2025-11-27 00:00:00+00:00,90096.4212217927
2025-11-28 00:00:00+00:00,91023.65369796753
2025-11-29 00:00:00+00:00,90608.70520430803
2025-11-30 00:00:00+00:00,90541.70624637604
2025-12-01 00:00:00+00:00,90076.39565563202
2025-12-02 00:00:00+00:00,85750.89226096869
2025-12-03 00:00:00+00:00,91092.77229309082
2025-12-04 00:00:00+00:00,93395.47729682922
2025-12-05 00:00:00+00:00,91929.11164301634
2025-12-06 00:00:00+00:00,89000.08676505089
2025-12-07 00:00:00+00:00,88905.06302940845
2025-12-08 00:00:00+00:00,90135.31884223223
2025-12-09 00:00:00+00:00,90392.45534032583
2025-12-10 00:00:00+00:00,92564.30488198996
2025-12-11 00:00:00+00:00,91849.50565814972
2025-12-12 00:00:00+00:00,92369.89874756336
2025-12-13 00:00:00+00:00,89961.98756098747
2025-12-14 00:00:00+00:00,89953.89332342148
2025-12-15 00:00:00+00:00,87727.23726797104
2025-12-16 00:00:00+00:00,85884.57270669937
2025-12-17 00:00:00+00:00,87421.27839642763
2025-12-18 00:00:00+00:00,85707.94290065765
2025-12-19 00:00:00+00:00,84932.72414088249
2025-12-20 00:00:00+00:00,87750.13328254223
2025-12-21 00:00:00+00:00,88002.96953105927
2025-12-22 00:00:00+00:00,88345.53949427605
2025-12-23 00:00:00+00:00,88249.88116675615
2025-12-24 00:00:00+00:00,87071.56166768074
2025-12-25 00:00:00+00:00,87275.80535769463
2025-12-26 00:00:00+00:00,86824.10625934601
2025-12-27 00:00:00+00:00,86964.50112915039
2025-12-28 00:00:00+00:00,87517.3212146759
2025-12-29 00:00:00+00:00,87585.32309174538
2025-12-30 00:00:00+00:00,86792.38454836607
2025-12-31 00:00:00+00:00,88149.1947478056
2026-01-01 00:00:00+00:00,87199.01182794571
2026-01-02 00:00:00+00:00,88510.63321352005
2026-01-03 00:00:00+00:00,89805.8814868927
2026-01-04 00:00:00+00:00,90474.28689837456
2026-01-05 00:00:00+00:00,91430.89576733112
2026-01-06 00:00:00+00:00,93940.17976140976
2026-01-07 00:00:00+00:00,93731.80678749084
2026-01-08 00:00:00+00:00,91108.44196462631
2026-01-09 00:00:00+00:00,90837.52973848581
2026-01-10 00:00:00+00:00,90269.04592037201
2026-01-11 00:00:00+00:00,90123.0109847784
2026-01-12 00:00:00+00:00,90635.94274806976
2026-01-13 00:00:00+00:00,90969.60552036762
2026-01-14 00:00:00+00:00,95396.6722483635
2026-01-15 00:00:00+00:00,97042.2516567707
2026-01-16 00:00:00+00:00,95551.9111468792
2026-01-17 00:00:00+00:00,95467.78289967775
2026-01-18 00:00:00+00:00,95006.38546526432
2026-01-19 00:00:00+00:00,93412.15719723701
2026-01-20 00:00:00+00:00,92257.00603485107
2026-01-21 00:00:00+00:00,87752.47358226776
2026-01-22 00:00:00+00:00,88893.3139603138
2026-01-23 00:00:00+00:00,88998.3420624733
2026-01-24 00:00:00+00:00,89043.4284183383
2026-01-25 00:00:00+00:00,88631.1828494072
2026-01-26 00:00:00+00:00,85979.44895118475
2026-01-27 00:00:00+00:00,87790.04874670506
2026-01-28 00:00:00+00:00,88748.94102722406
2026-01-29 00:00:00+00:00,88799.81004714966
2026-01-30 00:00:00+00:00,83902.4646550417
2026-01-31 00:00:00+00:00,83520.54800212383
2026-02-01 00:00:00+00:00,77752.92323231697
2026-02-02 00:00:00+00:00,75976.79475212097
2026-02-03 00:00:00+00:00,77912.88015854359
2026-02-04 00:00:00+00:00,74797.08673489094
2026-02-05 00:00:00+00:00,72064.25273418427
2026-02-06 00:00:00+00:00,61445.170040130615
2026-02-07 00:00:00+00:00,69661.21855086088
